species group name	protonym	 Author
idoneus	Aenictus idoneus 	Menozzi, 1928b: 1
impressus	Aenictus bengalensis r. impressus 	Forel, in Karavaiev, 1927e: 7 
incautus	Aenictus icarus var. incauta 	Forel, 1911b: 198 
inconspicuus	Aenictus inconspicuus 	Westwood, 1845: 85 
indicus	Aenictus indicus 	Bharti, Wachkoo & Kumar, 2012: 292
inflatus	Aenictus inflatus 	Yamane & Hashimoto, 1999: 428
itoi	Aenictus itoi 	Jaitrong & Yamane, 2013: 192
jacobsoni	Aenictus jacobsoni 	Forel, 1909d: 222 
jarujini	Aenictus jarujini 	Jaitrong & Yamane, 2010: 329
javanus	Aenictus javanus 	Emery, 1896f: 245
jawadwipa	Aenictus jawadwipa 	Jaitrong & Yamane, 2013: 193
kanariensis	Aenictus clavatus var. kanariensis 	Forel, 1901a: 467 
karawaiewi	Aenictus fergusoni var. karawaiewi 	Wheeler, W.M. & Chapman, in Wheeler, W.M. 1930g: 199 
kenyensis	Aenictus eugeniae var. kenyensis 	Santschi, 1933b: 100 
khaoyaiensis	Aenictus khaoyaiensis 	Jaitrong & Yamane, 2013: 194
laeviceps	Typhlatta laeviceps 	Smith, F. 1857a: 79 
latifemoratus	Aenictus latifemoratus 	Terayama & Yamane, 1989: 600
latiscapus	Aenictus latiscapus 	Forel, 1901a: 471 
latro	Aenictus ceylonicus var. latro 	Forel, 1901a: 477 
leliepvrei	Aenictus leliepvrei 	Bernard, 1953a: 134
lifuiae	Aenictus lifuiae 	Terayama, 1984: 13
longi	Aenictus longi 	Forel, 1901a: 470 
longicephalus	Aenictus longicephalus 	Jaitrong & Yamane, 2013: 199
luzoni	Aenictus luzoni 	Wheeler, W.M. & Chapman, 1925: 48
magrettii	Aenictus magrettii 	Emery, 1892a: 110
maneerati	Aenictus maneerati 	Jaitrong & Yamane, 2013: 201
mariae	Aenictus mariae 	Emery, 1895h: 18
martini	Aenictus martini 	Forel, 1901a: 473 
mauritanicus	Aenictus mauritanicus 	Santschi, 1910g: 756
maxillosus	Aenictus sumatrensis var. maxillosa 	Forel, 1913k: 24 
mentu	Aenictus mentu 	Weber, 1942a: 40
minipetiolus	Aenictus minipetiolus 	Jaitrong & Yamane, 2013: 203
minutulus	Aenictus minutulus 	Terayama & Yamane, 1989: 601
mocsaryi	Aenictus mocsaryi 	Emery, 1901h: 152
moebii	Aenictus moebii 	Emery, 1895j: 747
moestus	Aenictus luteus var. moestus 	Santschi, 1930a: 56
montanus	Aenictus fergusoni var. montanus 	Forel, 1901a: 474 
montivagus	Aenictus montivagus 	Jaitrong & Yamane, 2011: 41
mutatus	Aenictus moebii st. mutatus 	Santschi, 1913c: 304
natalensis	Aenictus mariae var. natalensis 	Forel, in Emery, 1901d: 49 
nganduensis	Aenictus nganduensis 	Wilson, 1964a: 470
nishimurai	Aenictus nishimurai 	Terayama & Kubota, 1993: 70
noctivagus	Aenictus bottegoi st. noctivagus 	Santschi, 1913c: 303
orientalis	Eciton (Aenictus) ceylonicus subsp. orientalis 	Karavaiev, 1926d: 423
pachycerus	Eciton pachycerus 	Smith, F. 1858b: 153 
pangantihoni	Aenictus pangantihoni 	Zettel & Sorger, 2010b: 120
papuanus	Aenictus papuanus 	Donisthorpe, 1941c: 129 
paradentatus	Aenictus paradentatus 	Jaitrong & Yamane, in Jaitrong, Yamane & Tasen, 2012: 136
parahuonicus	Aenictus parahuonicus 	Jaitrong & Yamane, 2011: 19
peguensis	Aenictus peguensis 	Emery, 1895k: 452 
pfeifferi	Aenictus pfeifferi 	Zettel & Sorger, 2010b: 116
pharao	Aenictus pharao 	Santschi, 1924b: 201
philiporum	Aenictus philiporum 	Wilson, 1964a: 473
philippinensis	Aenictus (Aenictus) philippinensis 	Chapman, 1963: 247
piercei	Aenictus (Aenictus) piercei 	Wheeler, W.M. & Chapman, in Wheeler, W.M. 1930g: 209
pilosus	Aenictus pilosus 	Jaitrong & Yamane, 2013: 205
piltzi	Aenictus fergusoni var. piltzi 	Forel, 1901a: 474 
pinkaewi	Aenictus pinkaewi 	Jaitrong & Yamane, 2013: 207
porizonoides	Enictus porizonoides 	Walker, 1860: 306 
powersi	Aenictus (Aenictus) powersi 	Wheeler, W.M. & Chapman, in Wheeler, W.M. 1930g: 210
prolixus	Aenictus prolixus 	Shattuck, 2008c: 14
pubescens	Aenictus pubescens 	Smith, F. 1859b: 10
pudicus	Aenictus mutatus st. pudicus 	Santschi, 1919b: 234 
punctatus	Aenictus punctatus 	Jaitrong & Yamane, 2012: 72
punensis	Aenictus punensis 	Forel, 1901a: 476 
rabori	Aenictus (Aenictus) rabori 	Chapman, 1963: 249
reyesi	Aenictus (Aenictus) reyesi 	Chapman, 1963: 250
rhodiensis	Aenictus rhodiensis 	Menozzi, 1936d: 266
rixator	Aenictus rixator 	Forel, in Emery, 1901d: 48 
rotundatus	Aenictus rotundatus 	Mayr, 1901b: 1 
rotundicollis	Aenictus rotundicollis 	Jaitrong & Yamane, 2011: 41
sagei	Aenictus wroughtonii var. sagei 	Forel, 1901a: 469 
sagittarius	Aenictus fuscovarius st. sagittarius 	Santschi, 1938a: 30
samungi	Aenictus samungi 	Jaitrong & Ruangsittichai, 2018: 109
sankisianus	Aenictus moebii r. sankisianus 	Forel, 1913b: 312 
satoi	Aenictus latiscapus st. sauteri var. satoi 	Santschi, 1937h: 367 
sauteri	Aenictus latiscapus r. sauteri 	Forel, 1913f: 188 
schneirlai	Aenictus schneirlai 	Wilson, 1964a: 479
scutellaris	Aenictus punctiventris var. scutellaris 	Forel, 1912n: 53 
seletarius	Aenictus seletarius 	Wong & Guénard, 2016b: 37
(Meghalaya)	Status as species: 	Bharti, Wachkoo & Kumar, 2012: 293 
shuckardi	Aenictus shuckardi 	Forel, 1901a: 471 
siamensis	Aenictus siamensis 	Jaitrong & Yamane, 2011: 42
silvestrii	Aenictus (Paraenictus) silvestrii 	Wheeler, W.M. 1929g: 28
similis	Aenictus similis 	Donisthorpe, 1948g: 131 
sirenicus	Aenictus sirenicus 	Yamane & Wang, 2015: 53
smythiesii	Aenictus laeviceps var. smythiesii 	Forel, 1901a: 465 
sonchaengi	Aenictus sonchaengi 	Jaitrong & Yamane, 2011: 43
soudanicus	Aenictus soudanicus 	Santschi, 1910g: 758
spathifer	Aenictus spathifer 	Santschi, 1928h: 119
steindachneri	Aenictus steindachneri 	Mayr, 1901b: 2 
stenocephalus	Aenictus stenocephalus 	Jaitrong & Yamane, in Jaitrong, et al. 2010: 41
subterraneus	Aenictus subterraneus 	Jaitrong & Hashimoto, 2012: 40
sulawesiensis	Aenictus sulawesiensis 	Jaitrong & Wiwatwitaya, 2013: 100
sumatrensis	Aenictus sumatrensis 	Forel, 1913k: 23 
sundaicus	Aenictus clavatus subsp. sundaicus 	Forel, 1909d: 223 
sundaica	Eciton (Aenictus) fergusoni var. sundaica 	Karavaiev, 1927e: 7 
sundalandensis	Aenictus sundalandensis 	Jaitrong & Yamane, 2013: 209
taivanae	Aenictus longi r. taivanae 	Forel, 1913f: 189 
thailandianus	Aenictus thailandianus 	Terayama & Kubota, 1993: 71
togoensis	Aenictus togoensis 	Santschi, 1915c: 248 
tuberculatus	Aenictus tuberculatus 	Arnold, 1915: 142 
turneri	Aenictus turneri 	Forel, 1900b: 75 
unicolor	Aenictus unicolor 	Radoszkovsky, 1881: 198
vaucheri	Aenictus vaucheri 	Emery, 1915a: 252
vieti	Aenictus vieti 	Jaitrong & Yamane, in Jaitrong, et al. 2010: 44
villiersi	Aenictus villiersi 	Bernard, 1953b: 221
watanasiti	Aenictus watanasiti 	Jaitrong & Yamane, 2013: 213
wayani	Aenictus wayani 	Jaitrong & Yamane, 2011: 22
weissi	Aenictus weissi 	Santschi, 1910c: 354
westwoodi	Aenictus ambiguus var. westwoodi 	Forel, 1901a: 469 
wilaiae	Aenictus wilaiae 	Jaitrong & Yamane, 2013: 215
wilsoni	Aenictus wilsoni 	Bharti, Wachkoo & Kumar, 2012: 292
wiwatwitayai	Aenictus wiwatwitayai 	Jaitrong & Yamane, 2013: 218
wroughtonii	Aenictus wroughtonii 	Forel, 1890b: ciii 
wudangshanensis	Aenictus wudangshanensis 	Wang, W. 2006: 637
yamanei	Aenictus yamanei 	Wiwatwitaya & Jaitrong, 2011: 562
yangi	Aenictus yangi 	Liu, C., Hita Garcia, et al. 2015: 40
zhengi	Aenictus zhengi 	Zhang, W. 1994: 101 
meridionalis	Agraulomyrmex meridionalis 	Prins, 1983: 2
wilsoni	Agraulomyrmex wilsoni 	Prins, 1983: 5
aberrans	Formica aberrans 	Mayr, 1877: 7 
flavicornis	Cataglyphis cursor subsp. flavicornis 	Kuznetsov-Ugamsky, 1926a: 72 
nitidior	Formica (Proformica) aberrans var. nitidior 	Forel, 1904b: 383 
obscurior	Alloformica obscurior 	Dlussky, in Dlussky, Soyunov & Zabelin, 1990: 145
angulatus	Allomerus decemarticulatus subsp. octoarticulatus var. angulatus 	Wheeler, W.M. & Mann, in Wheeler, W.M. 1942: 201 
brevipilosus	Allomerus brevipilosus 	Fernández, 2007a: 164 
decemarticulatus	Allomerus decemarticulatus 	Mayr, 1878: 874 
demerarae	Allomerus octoarticulatus var. demerarae 	Wheeler, W.M., in Wheeler, G.C. 1935: 92
dentatus	Allomerus dentatus 	Fernández, 2007a: 166
exsanguis	Allomerus decemarticulatus subsp. octoarticulatus var. exsanguis 	Wheeler, W.M. & Mann, in Wheeler, W.M. 1942: 200 
maietae	Allomerus maietae 	Fernández, 2007a: 167
melanoticus	Allomerus decemarticulatus subsp. octoarticulatus var. melanoticus 	Wheeler, W.M. & Mann, in Wheeler, W.M. 1942: 202 
novemarticulatus	Allomerus decemarticulatus subsp. novemarticulatus 	Wheeler, W.M. & Mann, in Wheeler, W.M. 1942: 199 
octoarticulatus	Allomerus octoarticulatus 	Mayr, 1878: 874 
septemarticulatus	Allomerus septemarticulatus 	Mayr, 1878: 874 
tuberculatus	Allomerus octoarticulatus r. tuberculatus 	Forel, 1912g: 2 
undecemarticulatus	Allomerus undecemarticulatus 	Fernández, 2007a: 172
aberrans	Amblyopone aberrans 	Wheeler, W.M. 1927c: 26
clarki	Amblyopone clarki 	Wheeler, W.M. 1927c: 24
fortis	Amblyopone australis var. fortis 	Forel, 1910b: 1 
foveolata	Amblyopone australis subsp. foveolata 	Wheeler, W.M. 1927c: 9 
laevidens	Amblyopone laevidens 	Emery, 1887b: 447 
leae	Amblyopone leae 	Wheeler, W.M. 1927c: 16
longidens	Amblyopone ferruginea var. longidens 	Forel, 1910b: 1 
mandibularis	Amblyopone mandibularis 	Clark, 1928a: 33
mercovichi	Amblyopone mercovichi 	Brown, 1960a: 201
michaelseni	Amblyopone michaelseni 	Forel, 1907h: 263 
minor	Amblyopone minor 	Forel, 1915b: 1 
norfolkensis	Amblyopone australis subsp. cephalotes var. norfolkensis 	Wheeler, W.M. 1927c: 15 
obscura	Amblyopone obscura 	Smith, F. 1858b: 109 
polyrhachioides	Ancyridris polyrhachioides 	Wheeler, W.M. 1935a: 2
rupicapra	Pheidole (Pheidolacanthinus) rupicapra 	Stitz, 1938: 99
simoni	Aneuretus simoni 	Emery, 1893a: cclxxvi 
butteli	Aneuretus butteli 	Forel, 1912m: 770 
bruchi	Anillidris bruchi 	Santschi, 1936d: 414
continentis	Anillomyrma decamera subsp. continentis 	Wheeler, W.M. 1927h: 96 
abstracta	Anochetus bequaerti st. abstracta 	Santschi, 1914e: 12 
africanus	Stenomyrmex africanus 	Mayr, 1865: 11 
agilis	Anochetus agilis 	Emery, 1901a: 52 
alae	Anochetus alae 	Shattuck & Slipinska, 2012: 6
altisquamis	Anochetus altisquamis 	Mayr, 1887: 529 
amati	Anochetus amati 	Karavaiev, 1925c: 285
angolensis	Anochetus angolensis 	Brown, 1978c: 600
annetteae	Anochetus annetteae 	Sharaf, in Sharaf, Monks, et al. 2017: 81
armstrongi	Anochetus armstrongi 	McAreavey, 1949: 1
aurifrons	Anochetus pellucidus var. aurifrons 	Santschi, 1910c: 351 
australis	Anochetus mayri subsp. australis 	Emery, 1906c: 117
avius	Anochetus avius 	Shattuck & Slipinska, 2012: 8
beccarii	Anochetus beccarii 	Emery, 1884a: 379 
bequaerti	Anochetus bequaerti 	Forel, 1913b: 309 
bierigi	Anochetus bierigi 	Santschi, 1931c: 268
bispinosus	Odontomachus bispinosus 	Smith, F. 1858b: 199 
boltoni	Anochetus boltoni 	Fisher, in Fisher & Smith, 2008: 4
brevis	Anochetus brevis 	Brown, 1978c: 581
butteli	Anochetus longifossatus r. butteli 	Forel, 1913k: 18 
bytinskii	Anochetus bytinskii 	Kugler, J. & Ionescu, 2007: 289 
cameroni	Anochetus cameroni 	Forel, 1915c: 352 
camerunensis	Anochetus africanus var. camerunensis 	Mayr, 1896: 236 
cato	Anochetus cato 	Forel, 1901b: 6 
chirichinii	Anochetus chirichinii 	Emery, 1897c: 597
chocoensis	Anochetus chocoensis 	Zabala, 2008: 129 
concinnus	Anochetus concinnus 	Santschi, 1920b: 9 
consultans	Formica consultans 	Walker, 1859: 373 
cryptus	Anochetus cryptus 	Bharti & Wachkoo, 2013a: 138
diabolus	Anochetus rectangularis var. diabolus 	Forel, 1915b: 35 
diegensis	Anochetus diegensis 	Forel, 1912c: 29 
durbanensis	Anochetus punctatus var. durbanensis 	Arnold, 1926: 215 
elegans	Anochetus elegans 	Lattke, 1987a: 353
emarginatus	Myrmecia emarginata 	Fabricius, 1804: 426 
estus	Anochetus estus 	Wheeler, W.M. 1922a: 98 
evansi	Anochetus evansi 	Crawley, 1922a: 85 
faurei	Anochetus faurei 	Arnold, 1948: 215
filicornis	Myrmapatetes filicornis 	Wheeler, W.M. 1929b: 6
fricatus	Anochetus fricatus 	Wilson, 1959a: 506 
friederichsi	Anochetus africanus var. friederichsi 	Forel, 1918b: 155 
fuliginosus	Anochetus fuliginosus 	Arnold, 1948: 214
fumata	Anochetus altisquamis forma fumata 	Luederwaldt, 1918: 53 
ghilianii	Odontomachus ghilianii 	Spinola, 1851b: 55 
gladiator	Stenomyrmex gladiator 	Mayr, 1862: 712 
gladiator	Odontomachus gladiator 	Smith, F. 1871a: 320
gladiator	Odontomachus gladiator 	Donisthorpe, 1932c: 467
gnomulus	Anochetus gnomulus 	Bernard, 1953b: 214
gracilicornis	Anochetus gracilicornis 	Viehmeyer, 1923: 87
gracilis	Anochetus gracilis 	Karavaiev, 1925c: 286
graeffei	Anochetus graeffei 	Mayr, 1870b: 961 
grandidieri	Anochetus grandidieri 	Forel, 1891b: 108
haytianus	Anochetus (Stenomyrmex) haytianus 	Wheeler, W.M. & Mann, 1914: 15
hohenbergiae	Anochetus hohenbergiae 	Feitosa & Delabie, in Feitosa, Lacau, et al. 2012: 254
horridus	Anochetus (Stenomyrmex) horridus 	Kempf, 1964f: 239
inca	Anochetus (Stenomyrmex) inca 	Wheeler, W.M. 1925a: 8 
incultus	Anochetus incultus 	Brown, 1978c: 578
indicus	Anochetus sedilloti var. indicus 	Forel, 1900c: 61 
ineditus	Anochetus ineditus 	Baroni Urbani, 1971b: 360
inermis	Anochetus (Stenomyrmex) inermis 	André, 1889: 221 
isolatus	Anochetus cato subsp. isolatus 	Mann, 1919: 302
jacobsoni	Anochetus jacobsoni 	Forel, 1911b: 193 
jacobsoni	Anochetus jacobsoni 	Menozzi, 1939b: 178
jonesi	Anochetus jonesi 	Arnold, 1926: 216
kanariensis	Anochetus orientalis r. kanariensis 	Forel, 1900c: 62 
katonae	Anochetus grandidieri var. katonae 	Forel, 1907a: 1 
kempfi	Anochetus kempfi 	Brown, 1978c: 611
laeta	Anochetus princeps var. laeta 	Forel, 1910a: 27 
laeviusculus	Anochetus mayri subsp. laeviusculus 	Wheeler, W.M. 1911a: 22 
lamottei	Anochetus lamottei 	Bernard, 1953b: 212
lanyuensis	Anochetus lanyuensis 	Leong, Tsai, et al. 2018: 125
latunei	Anochetus turneri var. latunei 	Forel, 1915b: 35 
levaillanti	Anochetus levaillanti 	Emery, 1895h: 21 
leyticus	Anochetus leyticus 	Zettel, 2012: 159
longiceps	Anochetus parvus var. longiceps 	Santschi, 1914d: 331 
longifossatus	Anochetus longifossatus 	Mayr, 1897: 425 
longispinus	Anochetus (Stenomyrmex) haytianus subsp. longispina 	Wheeler, W.M. 1936b: 196 
longus	Anochetus longus 	Chen, Yang & Zhou, 2019: 55
madagascarensis	Anochetus africanus var. madagascarensis 	Forel, 1887: 382 
madaraszi	Anochetus madaraszi 	Mayr, 1897: 424 
madecassus	Anochetus madecassus 	Santschi, 1928d: 54 
maryatiae	Anochetus maryatiae 	Nuril Aida & Idris, 2011: 302
maynei	Anochetus pellucidus var. maynei 	Forel, 1913h: 347 
mayri	Anochetus mayri 	Emery, 1884a: 378 
medogensis	Anochetus medogensis 	Chen, Yang & Zhou, 2019: 60
meinerti	Anochetus inermis var. meinerti 	Forel, 1905b: 156 
micans	Anochetus micans 	Brown, 1978c: 557
minans	Anochetus minans 	Mann, 1922: 17 
minutus	Anochetus minutus 	Karavaiev, 1925c: 288
miserabilis	Anochetus miserabilis 	González-Campero & Elizalde, 2008: 98
mixtus	Anochetus mixtus 	Radchenko, 1993a: 77
modicus	Anochetus modicus 	Brown, 1978c: 582 
mordax	Anochetus mordax 	Donisthorpe, 1942d: 452 
muticus	Anochetus (Stenomyrmex) muticus 	Emery, 1890a: 65 
muzziolii	Anochetus muzziolii 	Menozzi, 1932d: 4
myops	Anochetus myops 	Emery, 1893e: 201
opaciventris	Anochetus opaciventris 	Wheeler, W.M. 1922a: 98 
orchidicola	Anochetus orchidicola 	Brown, 1978c: 619 
oriens	Anochetus (Stenomyrmex) oriens 	Kempf, 1964f: 240
orientalis	Anochetus orientalis 	André, 1887: 291 
pangantihoni	Anochetus pangantihoni 	Zettel, 2012: 159
pangens	Formica pangens 	Walker, 1859: 371 
paripungens	Anochetus paripungens 	Brown, 1978c: 596
parvus	Anochetus parvus 	Santschi, 1914d: 330 
pasteuri	Anochetus pasteuri 	Santschi, 1923e: 265 
pattersoni	Anochetus pattersoni 	Fisher, in Fisher & Smith, 2008: 13
pellucidus	Anochetus pellucidus 	Emery, 1902d: 33 
peracer	Anochetus peracer 	Brown, 1978c: 579
princeps	Anochetus princeps 	Emery, 1884a: 379 
pubescens	Anochetus pubescens 	Brown, 1978c: 607
punctaticeps	Anochetus punctaticeps 	Mayr, 1901b: 4 
punctatus	Anochetus punctatus 	Santschi, 1914e: 13 
punctiventris	Anochetus punctiventris 	Mayr, 1879: 659 
renatae	Anochetus renatae 	Shattuck & Slipinska, 2012: 18
risii	Anochetus risii 	Forel, 1900c: 60 
rossi	Anochetus rossi 	Donisthorpe, 1947d: 186 
rossi	Anochetus rossi 	Donisthorpe, 1949c: 747 
rothschildi	Anochetus rothschildi 	Forel, 1907c: 129 
rudis	Anochetus rudis 	Emery, 1889b: 499 
rufolatus	Anochetus rufolatus 	Shattuck & Slipinska, 2012: 20
rufus	Odontomachus rufus 	Jerdon, 1851: 116 
ruginotus	Anochetus ruginotus 	Stitz, 1925: 114 
rugosus	Odontomachus rugosus 	Smith, F. 1857a: 65 
rugosus	Anochetus (Stenomyrmex) emarginatus r. rugosus 	Emery, 1890a: 63 
schoedli	Anochetus schoedli 	Zettel, 2012: 161
schoutedeni	Anochetus schoutedeni 	Santschi, 1923e: 264 
sedilloti	Anochetus sedilloti 	Emery, 1884a: 377
seminiger	Anochetus seminiger 	Donisthorpe, 1943a: 170 
serratus	Anochetus serratus 	Stitz, 1925: 113 
shohki	Anochetus shohki 	Terayama, 1996: 15
silvaticus	Anochetus silvaticus 	Bernard, 1953b: 212
simoni	Anochetus (Stenomyrmex) simoni 	Emery, 1890a: 64 
siphneus	Anochetus siphneus 	Brown, 1978c: 608
smithii	Odontomachus smithii 	Roger, 1863b: 21
splendens	Anochetus splendens 	Karavaiev, 1925c: 289
splendidulus	Anochetus splendidulus 	Yasumatsu, 1940b: 313
striatulus	Anochetus (Stenomyrmex) emarginatus r. striatulus 	Emery, 1890a: 64 
strigatellus	Anochetus strigatellus 	Brown, 1978c: 582 
subcoecus	Anochetus subcoecus 	Forel, 1912a: 46 
subfasciatus	Anochetus cato var. subfasciatus 	Mann, 1919: 301 
sudanicus	Anochetus sudanicus 	Weber, 1942a: 47
taipingensis	Anochetus jacobsoni var. taipingensis 	Forel, 1913k: 18 
taiwaniensis	Anochetus taiwaniensis 	Terayama, 1989a: 26
talpa	Anochetus talpa 	Forel, 1901f: 351 
targionii	Anochetus targionii 	Emery, 1894c: 187 
taylori	Anochetus punctiventris r. taylori 	Forel, 1900c: 63 
testaceus	Anochetus (Stenomyrmex) emarginatus r. testaceus 	Forel, 1893g: 356 
traegaordhi	Anochetus traegaordhi 	Mayr, 1904b: 2 
tua	Anochetus tua 	Brown, 1978c: 580
turneri	Anochetus turneri 	Forel, 1900b: 55 
tyrannicus	Odontomachus tyrannicus 	Smith, F. 1861b: 44
ustus	Anochetus schoutedeni var. ustus 	Santschi, 1923e: 265 
validus	Anochetus validus 	Bharti & Wachkoo, 2013a: 141
vallensis	Anochetus vallensis 	Lattke, 1987a: 355
variegatus	Anochetus cato var. variegatus 	Donisthorpe, 1938d: 597 
veronicae	Anochetus veronicae 	Shattuck & Slipinska, 2012: 23
vexator	Anochetus (Stenomyrmex) vexator 	Kempf, 1964f: 243
victoriae	Anochetus victoriae 	Shattuck & Slipinska, 2012: 24
boltoni	Anomalomyrma boltoni 	Borowiec, M.L. et al. 2011: 3
helenae	Anomalomyrma helenae 	Borowiec, M.L. et al. 2011: 6
kubotai	Anomalomyrma kubotai 	Hölldobler & Wilson, 1990: 592; unavailable name
taylori	Anomalomyrma taylori 	Bolton, 1990b: 279
anguliceps	Iridomyrmex anguliceps 	Forel, 1901b: 18 
angusta	Iridomyrmex angustus 	Stitz, 1911a: 369
arcadia	Iridomyrmex arcadius 	Forel, 1915b: 82 
ballaratensis	Iridomyrmex itinerans var. ballaratensis 	Forel, 1902h: 472 
batesi	Iridomyrmex scrutator subsp. batesi 	Forel, 1911e: 283 
biconvexa	Iridomyrmex biconvexus 	Santschi, 1928e: 471 
contenta	Iridomyrmex dimorphus subsp. contenta 	Viehmeyer, 1913: 146 
depilis	Iridomyrmex itinerans var. depilis 	Forel, 1902h: 471 
dimorpha	Iridomyrmex dimorphus 	Viehmeyer, 1912: 7
extensa	Iridomyrmex extensus 	Emery, 1887a: 251
foetans	Iridomyrmex foetans 	Clark, 1929: 122
fornicata	Iridomyrmex fornicatus 	Emery, 1914b: 185
froggatti	Iridomyrmex froggatti 	Forel, 1902h: 470 
gigantea	Iridomyrmex giganteus 	Donisthorpe, 1943d: 456 
gilberti	Iridomyrmex gilberti 	Forel, 1902h: 470 
glabrata	Tapinoma glabrata 	Smith, F. 1857a: 58 
incisa	Iridomyrmex incisa 	Stitz, 1932b: 734
itinerans	Formica itinerans 	Lowne, 1865a: 278 
longicapitata	Iridomyrmex longicapitatus 	Donisthorpe, 1947c: 587 
longiceps	Iridomyrmex longiceps 	Forel, 1907a: 27 
malandana	Iridomyrmex innocens r. malandanus 	Forel, 1915b: 81 
minuta	Iridomyrmex minutus 	Donisthorpe, 1943a: 171 
murina	Iridomyrmex murinus 	Emery, 1911b: 536
myrmex	Anonychomyrma myrmex 	Donisthorpe, 1947c: 589 
nitidiceps	Iridomyrmex nitidiceps 	André, 1896b: 258 
perthensis	Iridomyrmex itinerans r. perthensis 	Forel, 1902h: 472 
polita	Iridomyrmex politus 	Stitz, 1912: 508
procidua	Formica procidua 	Erichson, 1842: 259 
purpurescens	Formica purpurescens 	Lowne, 1865b: 331 
scrutator	Formica scrutator 	Smith, F. 1859a: 138 
sellata	Iridomyrmex sellatus 	Stitz, 1911a: 369
tigris	Iridomyrmex tigris 	Stitz, 1912: 507
berthoudi	Formica berthoudi 	Forel, 1876: 33 
braunsi	Plagiolepis braunsi 	Forel, 1913a: 141 
carinata	Plagiolepis carinata 	Emery, 1899e: 491 
custodiens	Formica custodiens 	Smith, F. 1858b: 33 
detrita	Plagiolepis custodiens var. detrita 	Emery, 1892a: 118 
fallax	Plagiolepis fallax 	Mayr, 1865: 54 
gertrudae	Plagiolepis steingroeveri r. gertrudae 	Forel, 1900b: 77 
gracilipes	Formica gracilipes 	Smith, F. 1857a: 55 
hendecarthrus	Camponotus hendecarthrus 	Roger, 1863a: 132 
hirsuta	Plagiolepis custodiens var. hirsuta 	Emery, 1892a: 118 
longipes	Formica longipes 	Jerdon, 1851: 122 
parsonsi	Anoplolepis (Zealleyella) braunsi st. parsonsi 	Santschi, 1937g: 83 
pilipes	Plagiolepis custodiens var. pilipes 	Emery, 1892a: 118 
rufescens	Plagiolepis (Anoplolepis) rufescens 	Santschi, 1917b: 289 
steingroeveri	Plagiolepis steingroeveri 	Forel, 1894b: 72 
tenella	Plagiolepis tenella 	Santschi, 1911c: 364 
trifasciata	Formica trifasciata 	Smith, F. 1858b: 27 
acoreensis	Aphaenogaster senilis var. acoreensis 	Santschi, 1933a: 21 
aktaci	Aphaenogaster (Attomyrma) aktaci 	Kiran & Tezcan, in Kiran, et al. 2008: 690
afra	Aphaenogaster (Aphaenogaster) depilis var. afra 	Santschi, 1933c: 395
alabamensis	Aphaenogaster treatae subsp. pluteicornis var. alabamensis 	Wheeler, G.C. & Wheeler, E.W. 1934: 10 
anguliceps	Aphaenogaster (Deromyrma) longiceps subsp. ruginota var. anguliceps 	Viehmeyer, 1924b: 311 
angusta	Aphaenogaster angusta 	Santschi, 1925g: 340
annandalei	Aphaenogaster (Attomyrma) annandalei 	Mukerjee, 1930: 151
anoemica	Aphaenogaster sardoa var. anoemica 	Santschi, 1910a: 43 
aquia	Myrmica (Monomorium) aquia 	Buckley, 1867: 341 
araneoides	Aphaenogaster araneoides 	Emery, 1890b: 48
