Subfamily	Genus	Species	Subspecies	Current valid name
Myrmicinae	Liomyrmex	taylori		Liomyrmex gestroi
Myrmicinae	Lophomyrmex	quadrispinosus	javana	Lophomyrmex opaciceps
Myrmicinae	Lophomyrmex	quadrispinosus	taprobanae	Lophomyrmex quadrispinosus
Myrmicinae	Lordomyrma	bensoni		Lordomyrma furcifera
Myrmicinae	Lordomyrma	nobilis		Lordomyrma azumai
Myrmicinae	Manica	aldrichi		Manica hunteri
Myrmicinae	Manica	calderoni		Manica bradleyi
Myrmicinae	Manica	leonina		Manica rubida
Myrmicinae	Manica	montana		Manica rubida
Myrmicinae	Manica	mutica	Emery	Manica invidia
Myrmicinae	Mayriella	abstinens	hackeri	Mayriella abstinens
Myrmicinae	Mayriella	abstinens	venustula	Mayriella abstinens
Myrmicinae	Megalomyrmex	brasiliensis	misionensis	Megalomyrmex silvestrii
Myrmicinae	Megalomyrmex	brasiliensis		Megalomyrmex silvestrii
Myrmicinae	Megalomyrmex	duckei		Megalomyrmex balzani
Myrmicinae	Megalomyrmex	latreillei		Megalomyrmex foreli
Myrmicinae	Megalomyrmex	leoninus	nasutus	Megalomyrmex staudingeri
Myrmicinae	Megalomyrmex	sjostedti	langi	Megalomyrmex silvestrii
Myrmicinae	Megalomyrmex	sjostedti		Megalomyrmex silvestrii
Myrmicinae	Megalomyrmex	wheeleri		Megalomyrmex silvestrii
Myrmicinae	Melissotarsus	compressus		Melissotarsus emeryi
Myrmicinae	Melissotarsus	emeryi	pilipes	Melissotarsus emeryi
Myrmicinae	Melissotarsus	major		Melissotarsus weissi
Myrmicinae	Melissotarsus	titubans		Melissotarsus weissi
Myrmicinae	Meranoplus	bellii	javanus	Meranoplus castaneus
Myrmicinae	Meranoplus	bicolor	fuscescens	Meranoplus bicolor
Myrmicinae	Meranoplus	bicolor	lucidus	Meranoplus bicolor
Myrmicinae	Meranoplus	bondroiti		Meranoplus magrettii
Myrmicinae	Meranoplus	carinatus		Meranoplus bellii
Myrmicinae	Meranoplus	castaneus	hammaceros	Meranoplus castaneus
Myrmicinae	Meranoplus	cordatus		Meranoplus castaneus
Myrmicinae	Meranoplus	crawleyi		Meranoplus minimus
Myrmicinae	Meranoplus	dimicans		Meranoplus bicolor
Myrmicinae	Meranoplus	excisus		Meranoplus peringueyi
Myrmicinae	Meranoplus	flaviventris		Meranoplus bellii
Myrmicinae	Meranoplus	laeviventris	punctulata	Meranoplus laeviventris
Myrmicinae	Meranoplus	minor		Meranoplus minimus
Myrmicinae	Meranoplus	nanus	affinis	Meranoplus inermis
Myrmicinae	Meranoplus	nanus	kiboshana	Meranoplus inermis
Myrmicinae	Meranoplus	nanus	nanior	Meranoplus inermis
Myrmicinae	Meranoplus	nanus	similis	Meranoplus inermis
Myrmicinae	Meranoplus	nanus	soriculus	Meranoplus inermis
Myrmicinae	Meranoplus	simoni	diversipilosus	Meranoplus magrettii
Myrmicinae	Meranoplus	simoni	nitidiventris	Meranoplus magrettii
Myrmicinae	Meranoplus	simoni	springvalensis	Meranoplus magrettii
Myrmicinae	Meranoplus	simoni	suturalis	Meranoplus magrettii
Myrmicinae	Meranoplus	simoni		Meranoplus magrettii
Myrmicinae	Meranoplus	spinosus	rugifrons	Meranoplus armatus
Myrmicinae	Meranoplus	tarda		Meranoplus bicolor
Myrmicinae	Meranoplus	villosus		Meranoplus bicolor
Myrmicinae	Messor	aciculatum	brunneicorne	Messor aciculatus
Myrmicinae	Messor	aedificator		Messor structor
Myrmicinae	Messor	aegyptiacus	fossulatus	Messor foreli
Myrmicinae	Messor	amaurocyclia		Messor arenarius
Myrmicinae	Messor	arcistriatus		Messor decipiens
Myrmicinae	Messor	barbara	nigra	Messor capitatus
Myrmicinae	Messor	barbara	punctata	Messor instabilis
Myrmicinae	Messor	barbara	sordida	Messor barbarus
Myrmicinae	Messor	barbarus	ambiguus	Messor barbarus
Myrmicinae	Messor	barbarus	concolor	Messor wasmanni
Myrmicinae	Messor	barbarus	dentiscapus	Messor barbarus politus
Myrmicinae	Messor	barbarus	hamulifera	Messor incorruptus
Myrmicinae	Messor	barbarus	latinoda	Messor galla
Myrmicinae	Messor	barbarus	lobulifera	Messor aciculatus
Myrmicinae	Messor	barbarus	nigricans	Messor barbarus gallaoides
Myrmicinae	Messor	barbarus	nigriceps	Messor barbarus
Myrmicinae	Messor	barbarus	probus	Messor decipiens
Myrmicinae	Messor	barbarus	schencki	Messor capensis
Myrmicinae	Messor	barbarus	varrialei	Messor structor
Myrmicinae	Messor	binodis		Messor barbarus
Myrmicinae	Messor	braunsi	nigriventris	Messor tropicorum
Myrmicinae	Messor	braunsi		Messor capensis
Myrmicinae	Messor	bugnioni		Messor arenarius
Myrmicinae	Messor	caducus	caucasicola	Messor caducus
Myrmicinae	Messor	carthaginensis		Messor barbarus santschii
Myrmicinae	Messor	clivorum	karawajevi	Messor rufus
Myrmicinae	Messor	clivorum	sevani	Messor structor
Myrmicinae	Messor	denticornis	brunni	Messor denticornis
Myrmicinae	Messor	denticornis	laevifrons	Messor tropicorum
Myrmicinae	Messor	denticornis	parvidens	Messor denticornis
Myrmicinae	Messor	donisthorpei		Messor capensis
Myrmicinae	Messor	excursionis	macrops	Messor variabilis
Myrmicinae	Messor	galbula		Messor capitatus
Myrmicinae	Messor	galla	airensis	Messor galla
Myrmicinae	Messor	galla	nobilis	Messor galla
Myrmicinae	Messor	galla	rufula	Messor galla
Myrmicinae	Messor	gracilinodis		Messor rufotestaceus
Myrmicinae	Messor	huberiana		Messor capitatus
Myrmicinae	Messor	juvenilis		Messor barbarus
Myrmicinae	Messor	lapidum		Messor structor
Myrmicinae	Messor	lobicornis	rugosa	Messor lobicornis rugulosus
Myrmicinae	Messor	megacephala		Messor barbarus
Myrmicinae	Messor	melancholicus	schelkovnikovi	Messor melancholicus
Myrmicinae	Messor	meridionalis	sublaeviceps	Messor medioruber
Myrmicinae	Messor	minor	pompeianus	Messor minor
Myrmicinae	Messor	mutica		Messor structor
Myrmicinae	Messor	oertzeni	amphigea	Messor oertzeni
Myrmicinae	Messor	planiceps		Messor caviceps
Myrmicinae	Messor	platyceras	rubella	Messor structor
Myrmicinae	Messor	plinii		Messor cephalotes
Myrmicinae	Messor	pseudoaegyptiaca		Messor capensis
Myrmicinae	Messor	regalis	rubea	Messor regalis
Myrmicinae	Messor	rufitarsis	darianus	Messor structor
Myrmicinae	Messor	rufitarsis	jakowlevi	Messor structor
Myrmicinae	Messor	rufitarsis		Messor structor
Myrmicinae	Messor	rufitarsis		Messor barbarus
Myrmicinae	Messor	scalpturata		Messor arenarius
Myrmicinae	Messor	sculpturatus		Messor regalis
Myrmicinae	Messor	semirufus	kutteri	Messor semirufus
Myrmicinae	Messor	semirufus	nigricans	Messor semirufus
Myrmicinae	Messor	semirufus	nigriceps	Messor semirufus
Myrmicinae	Messor	similis		Messor rufus
Myrmicinae	Messor	structor	clivorum	Messor structor
Myrmicinae	Messor	structor	novaki	Messor structor
Myrmicinae	Messor	structor	subpolitus	Messor structor
Myrmicinae	Messor	structor	turanicus	Messor structor
Myrmicinae	Messor	structor	tyrrhena	Messor structor
Myrmicinae	Messor	tataricus		Messor structor
Myrmicinae	Messor	thoracica		Messor rufotestaceus
Myrmicinae	Microdaceton	exornatum	laevior	Microdaceton exornatum
Myrmicinae	Microdaceton	leakeyi		Microdaceton exornatum
Myrmicinae	Monomorium	adulatrix		Monomorium santschii
Myrmicinae	Monomorium	aequum		Monomorium madecassum
Myrmicinae	Monomorium	afrum	asmarensis	Monomorium afrum
Myrmicinae	Monomorium	afrum	fultor	Monomorium afrum
Myrmicinae	Monomorium	albopilosum	clarithorax	Monomorium albopilosum
Myrmicinae	Monomorium	albopilosum	fingo	Monomorium albopilosum
Myrmicinae	Monomorium	albopilosum	paucipilosa	Monomorium albopilosum
Myrmicinae	Monomorium	albopilosum	thales	Monomorium albopilosum
Myrmicinae	Monomorium	altinode	bondroiti	Monomorium altinode
Myrmicinae	Monomorium	altinode		Monomorium malatu
Myrmicinae	Monomorium	andrei	ajjer	Monomorium andrei bernardi
Myrmicinae	Monomorium	andrei		Monomorium advena
Myrmicinae	Monomorium	angusticlava		Monomorium floricola
Myrmicinae	Monomorium	antiguensis		Monomorium pharaonis
Myrmicinae	Monomorium	armstrongi		Monomorium whitei
Myrmicinae	Monomorium	atra		Monomorium minimum
Myrmicinae	Monomorium	bicolor	aequatoriale	Monomorium bicolor
Myrmicinae	Monomorium	bicolor	coerulescens	Monomorium bicolor
Myrmicinae	Monomorium	bicolor	rufibasis	Monomorium bicolor
Myrmicinae	Monomorium	bicolor	tropicale	Monomorium bicolor
Myrmicinae	Monomorium	bicolor	uelense	Monomorium bicolor
Myrmicinae	Monomorium	bicolor		Monomorium chilense
Myrmicinae	Monomorium	bidentatum	piceonigrum	Monomorium bidentatum
Myrmicinae	Monomorium	binatu		Monomorium termitobium
Myrmicinae	Monomorium	biroi		Monomorium creticum
Myrmicinae	Monomorium	biroianum		Monomorium creticum
Myrmicinae	Monomorium	cabrerae	obscuripes	Monomorium subopacum
Myrmicinae	Monomorium	cabrerae		Monomorium subopacum
Myrmicinae	Monomorium	cinnabari		Monomorium floricola
Myrmicinae	Monomorium	contigua		Monomorium pharaonis
Myrmicinae	Monomorium	cotterelli		Monomorium rosae
Myrmicinae	Monomorium	creticus		Monomorium creticum
Myrmicinae	Monomorium	debilis		Monomorium salomonis
Myrmicinae	Monomorium	delagoense	grahamstownense	Monomorium delagoense
Myrmicinae	Monomorium	delagoense	lacrymans	Monomorium delagoense
Myrmicinae	Monomorium	delagoense	pretoriensis	Monomorium junodi
Myrmicinae	Monomorium	denticulatum	inerme	Monomorium denticulatum
Myrmicinae	Monomorium	denticulatum	navarinensis	Monomorium denticulatum
Myrmicinae	Monomorium	denticulatum	picea	Monomorium denticulatum
Myrmicinae	Monomorium	desertorum		Monomorium exiguum
Myrmicinae	Monomorium	distinctum	leviceps	Monomorium havilandi
Myrmicinae	Monomorium	distinctum		Monomorium havilandi
Myrmicinae	Monomorium	domestica		Monomorium pharaonis
Myrmicinae	Monomorium	donisthorpei		Monomorium fieldi
Myrmicinae	Monomorium	estherae		Monomorium madecassum
Myrmicinae	Monomorium	exchao		Monomorium termitobium
Myrmicinae	Monomorium	exiguum	bulawayensis	Monomorium exiguum
Myrmicinae	Monomorium	exiguum	flavescens	Monomorium exiguum
Myrmicinae	Monomorium	explorator		Monomorium madecassum
Myrmicinae	Monomorium	faurei		Monomorium exiguum
Myrmicinae	Monomorium	flavipes		Monomorium leae
Myrmicinae	Monomorium	floreanum		Monomorium floricola
Myrmicinae	Monomorium	floricola	furina	Monomorium floricola
Myrmicinae	Monomorium	floricola	philippinensis	Monomorium floricola
Myrmicinae	Monomorium	foreli		Monomorium sordidum
Myrmicinae	Monomorium	fragilis		Monomorium pharaonis
Myrmicinae	Monomorium	fraterculus	barretti	Monomorium sydneyense
Myrmicinae	Monomorium	fulvum		Monomorium antarcticum
Myrmicinae	Monomorium	gilberti	mediorubra	Monomorium gilberti
Myrmicinae	Monomorium	glyciphila		Monomorium subopacum
Myrmicinae	Monomorium	hemiphaeum		Monomorium leae
Myrmicinae	Monomorium	howense		Monomorium tambourinense
Myrmicinae	Monomorium	ilia	lamingtonensis	Monomorium laeve
Myrmicinae	Monomorium	ilia		Monomorium laeve
Myrmicinae	Monomorium	impressum		Monomorium floricola
Myrmicinae	Monomorium	insularis		Monomorium leae
Myrmicinae	Monomorium	integrum		Monomorium antarcticum
Myrmicinae	Monomorium	jucundum		Monomorium egens
Myrmicinae	Monomorium	kiliani	obscurella	Monomorium kiliani
Myrmicinae	Monomorium	laeve	broomense	Monomorium laeve
Myrmicinae	Monomorium	laeve	fraterculus	Monomorium fieldi
Myrmicinae	Monomorium	laeve	nigrius	Monomorium fieldi
Myrmicinae	Monomorium	latinode	bruneum	Monomorium latinode
Myrmicinae	Monomorium	leimbachi		Monomorium rhopalocerum
Myrmicinae	Monomorium	longiceps		Monomorium annamense
Myrmicinae	Monomorium	longiusculum		Monomorium egens
Myrmicinae	Monomorium	macareaveyi		Monomorium bicorne
Myrmicinae	Monomorium	mediterraneum		Monomorium subopacum
Myrmicinae	Monomorium	metoecus		Monomorium minimum
Myrmicinae	Monomorium	micron		Monomorium sordidum
Myrmicinae	Monomorium	minimum	emersoni	Monomorium cyaneum
Myrmicinae	Monomorium	mintiribe		Monomorium subopacum
Myrmicinae	Monomorium	minuta		Monomorium pharaonis
Myrmicinae	Monomorium	minutissimum		Monomorium exiguum
Myrmicinae	Monomorium	minutum	hottentota	Monomorium rhopalocerum
Myrmicinae	Monomorium	minutum	imerinense	Monomorium termitobium
Myrmicinae	Monomorium	minutum	leopoldinum	Monomorium madecassum
Myrmicinae	Monomorium	minutum	samoanum	Monomorium liliuokalanii
Myrmicinae	Monomorium	minutum		Monomorium monomorium
Myrmicinae	Monomorium	moestum		Monomorium hanneli
Myrmicinae	Monomorium	monardi		Monomorium rufulum
Myrmicinae	Monomorium	mystes		Monomorium medinae
Myrmicinae	Monomorium	niger		Monomorium bicorne
Myrmicinae	Monomorium	nipponense	gracilum	Monomorium intrudens
Myrmicinae	Monomorium	nipponense	robustum	Monomorium intrudens
Myrmicinae	Monomorium	nipponense	satoi	Monomorium intrudens
Myrmicinae	Monomorium	nipponense		Monomorium intrudens
Myrmicinae	Monomorium	nitidum		Monomorium antarcticum
Myrmicinae	Monomorium	nyasae		Monomorium ebangaense
Myrmicinae	Monomorium	opacior		Monomorium opacior
Myrmicinae	Monomorium	peninsulatum		Monomorium viridum
Myrmicinae	Monomorium	poecilum		Monomorium floricola
Myrmicinae	Monomorium	pseudoepixenus		Monomorium creticum
Myrmicinae	Monomorium	rapaense		Monomorium antarcticum
Myrmicinae	Monomorium	rothsteini	doddi	Monomorium rothsteini
Myrmicinae	Monomorium	rothsteini	squamigena	Monomorium sordidum
Myrmicinae	Monomorium	rothsteini	tostum	Monomorium sordidum
Myrmicinae	Monomorium	rubriceps	cinctum	Monomorium rubriceps
Myrmicinae	Monomorium	rubriceps	extreminigrum	Monomorium rubriceps
Myrmicinae	Monomorium	rubriceps	rubra	Monomorium rubriceps
Myrmicinae	Monomorium	salomonis	atrata	Monomorium sommieri
Myrmicinae	Monomorium	salomonis	intermedium	Monomorium subopacum
Myrmicinae	Monomorium	salomonis	lepineyi	Monomorium areniphilum
Myrmicinae	Monomorium	salomonis	obscuratum	Monomorium salomonis
Myrmicinae	Monomorium	salomonis	pestiferum	Monomorium subopacum
Myrmicinae	Monomorium	salomonis	pullula	Monomorium areniphilum
Myrmicinae	Monomorium	salomonis	unicolor	Monomorium damarense
Myrmicinae	Monomorium	sanguinolentum		Monomorium rubriceps
Myrmicinae	Monomorium	santschii	insidiosa	Monomorium santschii
Myrmicinae	Monomorium	santschii	rufescens	Monomorium santschii
Myrmicinae	Monomorium	setuliferum	dolichops	Monomorium notulum
Myrmicinae	Monomorium	setuliferum	latior	Monomorium notulum
Myrmicinae	Monomorium	sordidum	nigriventris	Monomorium sordidum
Myrmicinae	Monomorium	specularis		Monomorium floricola
Myrmicinae	Monomorium	speculiceps		Monomorium excelsior
Myrmicinae	Monomorium	subopacum	adoneum	Monomorium subopacum
Myrmicinae	Monomorium	subopacum	apuleii	Monomorium subopacum
Myrmicinae	Monomorium	subopacum	ebraicum	Monomorium subopacum
Myrmicinae	Monomorium	subopacum	italica	Monomorium subopacum
Myrmicinae	Monomorium	subopacum	liberta	Monomorium subopacum
Myrmicinae	Monomorium	succineum		Monomorium antarcticum
Myrmicinae	Monomorium	surcoufi		Monomorium subopacum
Myrmicinae	Monomorium	suteri		Monomorium antarcticum
Myrmicinae	Monomorium	sydneyense	nigella	Monomorium sydneyense
Myrmicinae	Monomorium	thorense		Monomorium salomonis
Myrmicinae	Monomorium	turneri		Monomorium gilberti
Myrmicinae	Monomorium	valtinum		Monomorium hanneli
Myrmicinae	Monomorium	vastator		Monomorium pharaonis
Myrmicinae	Monomorium	venustum	turkmenicum	Monomorium indicum kusnezowi
Myrmicinae	Monomorium	voeltzkowi		Monomorium latinode
Myrmicinae	Monomorium	wheelerorum		Monomorium ergatogyna
Myrmicinae	Monomorium	wroughtoni		Monomorium effractor
Myrmicinae	Monomorium	wroughtonianum		Trichomyrmex wroughtoni
Myrmicinae	Mycetarotes	luederwaldti		Mycetarotes parallelus
Myrmicinae	Mycetophylax	brittoni	littoralis	Mycetophylax conformis
Myrmicinae	Mycetophylax	brittoni		Mycetophylax conformis
Myrmicinae	Mycetophylax	personatus		Mycetophylax morschi
Myrmicinae	Mycocepurus	attaxenus		Mycocepurus smithii
Myrmicinae	Mycocepurus	bolivianus		Mycocepurus smithii
Myrmicinae	Mycocepurus	goeldii	gentilis	Mycocepurus goeldii
Myrmicinae	Mycocepurus	goeldii	schuppi	Mycocepurus goeldii
Myrmicinae	Mycocepurus	manni		Mycocepurus smithii
Myrmicinae	Mycocepurus	ogloblini		Mycocepurus goeldii
Myrmicinae	Mycocepurus	ogloblini		Mycocepurus goeldii
Myrmicinae	Mycocepurus	reconditus		Mycocepurus smithii
Myrmicinae	Mycocepurus	smithi	borinquenensis	Mycocepurus smithii
Myrmicinae	Mycocepurus	smithi	tolteca	Mycocepurus smithii
Myrmicinae	Mycocepurus	smithi	trinidadensis	Mycocepurus smithii
Myrmicinae	Mycocepurus	smithii	eucarnitae	Mycocepurus smithii
Myrmicinae	Myrmecina	americana	brevispinosa	Myrmecina americana
Myrmicinae	Myrmecina	bidens		Myrmecina graminicola
Myrmicinae	Myrmecina	californica		Myrmecina americana
Myrmicinae	Myrmecina	graminicola	dentata	Myrmecina graminicola
Myrmicinae	Myrmecina	graminicola	gotlandica	Myrmecina graminicola
Myrmicinae	Myrmecina	graminicola	grouvellei	Myrmecina graminicola
Myrmicinae	Myrmecina	graminicola	oelandica	Myrmecina graminicola
Myrmicinae	Myrmecina	graminicola	quadrispina	Myrmecina americana
Myrmicinae	Myrmecina	graminicola	texana	Myrmecina americana
Myrmicinae	Myrmecina	kutteri		Myrmecina graminicola
Myrmicinae	Myrmecina	latreillii		Myrmecina graminicola
Myrmicinae	Myrmecina	striatula		Myrmecina graminicola
Myrmicinae	Myrmica	aborigenica		Myrmica kamtschatica
Myrmicinae	Myrmica	albuferensis		Myrmica aloba
Myrmicinae	Myrmica	arduennae	pyrenaea	Myrmica lobulicornis
Myrmicinae	Myrmica	aspersa		Myrmica ademonia
Myrmicinae	Myrmica	balcanica	scabrinodoides	Myrmica specioides
Myrmicinae	Myrmica	balcanica		Myrmica specioides
Myrmicinae	Myrmica	bergi	barchanica	Myrmica bergi
Myrmicinae	Myrmica	bergi	fortior	Myrmica bergi
Myrmicinae	Myrmica	bergi	persiana	Myrmica bergi
Myrmicinae	Myrmica	betuliana		Myrmica schencki
Myrmicinae	Myrmica	bicolor		Myrmica displicentia
Myrmicinae	Myrmica	brevinodis	kuschei	Myrmica alaskensis
Myrmicinae	Myrmica	brevinodis	sulcinodoides	Myrmica whymperi
Myrmicinae	Myrmica	cadusa		Myrmica excelsa
Myrmicinae	Myrmica	carinata		Myrmica transsibirica
Myrmicinae	Myrmica	chinensis		Myrmica kurokii
Myrmicinae	Myrmica	clandestina		Myrmica rugulosa
Myrmicinae	Myrmica	denticornis		Myrmica lobicornis
Myrmicinae	Myrmica	dicaporiaccoi		Myrmica aimonissabaudiae
Myrmicinae	Myrmica	diluta		Myrmica ruginodis
Myrmicinae	Myrmica	dimidiata		Myrmica ruginodis
Myrmicinae	Myrmica	everesti		Myrmica rupestris
Myrmicinae	Myrmica	faniensis		Myrmica karavajevi
Myrmicinae	Myrmica	georgica		Myrmica salina
Myrmicinae	Myrmica	helleri		Myrmica kurokii
Myrmicinae	Myrmica	hyungokae		Myrmica jessensis
Myrmicinae	Myrmica	incurvata		Myrmica angulinodis
Myrmicinae	Myrmica	jacobsoni		Myrmica gallienii
Myrmicinae	Myrmica	kamyschiensis		Myrmica bergi
Myrmicinae	Myrmica	kozakorum		Myrmica specioides
Myrmicinae	Myrmica	kozlovi	mekongi	Myrmica kozlovi
Myrmicinae	Myrmica	kozlovi	ruzskyi	Myrmica kurokii
Myrmicinae	Myrmica	kozlovi	ruzskyi	Myrmica kozlovi
Myrmicinae	Myrmica	kozlovi	subalpina	Myrmica kozlovi
Myrmicinae	Myrmica	kozlovi	subbrevispinosa	Myrmica kozlovi
Myrmicinae	Myrmica	kurokii	sontica	Myrmica ruginodis
Myrmicinae	Myrmica	kurokii	tipuna	Myrmica arisana
Myrmicinae	Myrmica	laevinodis	minuta	Myrmica dshungarica
Myrmicinae	Myrmica	laevinodis		Myrmica rubra
Myrmicinae	Myrmica	limanica	obensis	Myrmica gallienii
Myrmicinae	Myrmica	lobicornis	alpestris	Myrmica lobicornis
Myrmicinae	Myrmica	lobicornis	alpina	Myrmica lobulicornis
Myrmicinae	Myrmica	lobicornis	angustifrons	Myrmica lobicornis
Myrmicinae	Myrmica	lobicornis	apennina	Myrmica lobulicornis
Myrmicinae	Myrmica	lobicornis	arduennae	Myrmica lobicornis
Myrmicinae	Myrmica	lobicornis	foreli	Myrmica lobicornis
Myrmicinae	Myrmica	lobicornis	foreliella	Myrmica kirghisorum
Myrmicinae	Myrmica	lobicornis	kieviensis	Myrmica lobicornis
Myrmicinae	Myrmica	lobicornis	lissahorensis	Myrmica lobicornis
Myrmicinae	Myrmica	lobicornis	littoralis	Myrmica eidmanni
Myrmicinae	Myrmica	lobicornis	plana	Myrmica deplanata
Myrmicinae	Myrmica	longiscapus		Myrmica rubra
Myrmicinae	Myrmica	margaritae	formosae	Myrmica pulchella
Myrmicinae	Myrmica	microrubra		Myrmica rubra
Myrmicinae	Myrmica	minuta	iskanderi	Myrmica dshungarica
Myrmicinae	Myrmica	minuta	tarbinskii	Myrmica dshungarica
Myrmicinae	Myrmica	moravica	dagmarae	Myrmica deplanata
Myrmicinae	Myrmica	moravica		Myrmica deplanata
Myrmicinae	Myrmica	myrmecophila		Myrmica sulcinodis
Myrmicinae	Myrmica	nevodovskii		Myrmica specioides
Myrmicinae	Myrmica	pechi		Myrmica karavajevi
Myrmicinae	Myrmica	perelegans		Myrmica sulcinodis
Myrmicinae	Myrmica	pilosiscapus		Myrmica scabrinodis
Myrmicinae	Myrmica	puerilis	dolens	Myrmica specioides
Myrmicinae	Myrmica	puerilis		Myrmica specioides
Myrmicinae	Myrmica	punctiventris	isfahani	Myrmica punctiventris
Myrmicinae	Myrmica	rolandi	reticulata	Myrmica scabrinodis
Myrmicinae	Myrmica	rolandi		Myrmica aloba
Myrmicinae	Myrmica	rubra	brevinodis	Myrmica incompleta
Myrmicinae	Myrmica	rubra	bruesi	Myrmica rubra
Myrmicinae	Myrmica	rubra	canadensis	Myrmica incompleta
Myrmicinae	Myrmica	rubra	champlaini	Myrmica rubra
Myrmicinae	Myrmica	rubra	decedens	Myrmica brevispinosa
Myrmicinae	Myrmica	rubra	europaea	Myrmica rubra
Myrmicinae	Myrmica	rubra	frigida	Myrmica whymperi
Myrmicinae	Myrmica	rubra	macrogyna	Myrmica ruginodis
Myrmicinae	Myrmica	rubra	microgyna	Myrmica ruginodis
Myrmicinae	Myrmica	rubra	mutata	Myrmica ruginodis
Myrmicinae	Myrmica	rubra	ruginodolaevinodis	Myrmica ruginodis
