Subfamily	Genus	Species	subspecies
Myrmicinae	Aphaenogaster	fulva	
Myrmicinae	Aphaenogaster	fulva	azteca
Myrmicinae	Aphaenogaster	geei	
Myrmicinae	Aphaenogaster	gemella	
Myrmicinae	Aphaenogaster	gemella	marocana
Myrmicinae	Aphaenogaster	georgica	
Myrmicinae	Aphaenogaster	gibbosa	
Myrmicinae	Aphaenogaster	gibbosa	fiorii
Myrmicinae	Aphaenogaster	gibbosa	homonyma
Myrmicinae	Aphaenogaster	gonacantha	
Myrmicinae	Aphaenogaster	gracillima	
Myrmicinae	Aphaenogaster	graeca	
Myrmicinae	Aphaenogaster	haarlovi	
Myrmicinae	Aphaenogaster	hesperia	
Myrmicinae	Aphaenogaster	holtzi	
Myrmicinae	Aphaenogaster	honduriana	
Myrmicinae	Aphaenogaster	huachucana	
Myrmicinae	Aphaenogaster	huachucana	crinimera
Myrmicinae	Aphaenogaster	hunanensis	
Myrmicinae	Aphaenogaster	iberica	
Myrmicinae	Aphaenogaster	incurviclypea	
Myrmicinae	Aphaenogaster	inermita	
Myrmicinae	Aphaenogaster	iranica	
Myrmicinae	Aphaenogaster	irrigua	
Myrmicinae	Aphaenogaster	isekram	
Myrmicinae	Aphaenogaster	italica	
Myrmicinae	Aphaenogaster	izuensis	
Myrmicinae	Aphaenogaster	januschevi	
Myrmicinae	Aphaenogaster	japonica	
Myrmicinae	Aphaenogaster	jolantae	
Myrmicinae	Aphaenogaster	karpathica	
Myrmicinae	Aphaenogaster	kervillei	
Myrmicinae	Aphaenogaster	kimberleyensis	
Myrmicinae	Aphaenogaster	koniari	
Myrmicinae	Aphaenogaster	kumejimana	
Myrmicinae	Aphaenogaster	kurdica	
Myrmicinae	Aphaenogaster	laevior	
Myrmicinae	Aphaenogaster	lamellidens	
Myrmicinae	Aphaenogaster	ledouxi	
Myrmicinae	Aphaenogaster	lepida	
Myrmicinae	Aphaenogaster	lesbica	
Myrmicinae	Aphaenogaster	leveillei	
Myrmicinae	Aphaenogaster	longiceps	
Myrmicinae	Aphaenogaster	loriai	
Myrmicinae	Aphaenogaster	lustrans	
Myrmicinae	Aphaenogaster	luteipes	
Myrmicinae	Aphaenogaster	lykiaensis	
Myrmicinae	Aphaenogaster	maculifrons	
Myrmicinae	Aphaenogaster	mariae	
Myrmicinae	Aphaenogaster	mauritanica	
Myrmicinae	Aphaenogaster	mediterrae	
Myrmicinae	Aphaenogaster	megommata	
Myrmicinae	Aphaenogaster	melitensis	
Myrmicinae	Aphaenogaster	messoroides	
Myrmicinae	Aphaenogaster	mexicana	
Myrmicinae	Aphaenogaster	miamiana	
Myrmicinae	Aphaenogaster	miniata	
Myrmicinae	Aphaenogaster	minutula	
Myrmicinae	Aphaenogaster	muelleriana	
Myrmicinae	Aphaenogaster	mutica	
Myrmicinae	Aphaenogaster	nadigi	
Myrmicinae	Aphaenogaster	nana	
Myrmicinae	Aphaenogaster	obsidiana	
Myrmicinae	Aphaenogaster	occidentalis	
Myrmicinae	Aphaenogaster	olympica	
Myrmicinae	Aphaenogaster	omotoensis	
Myrmicinae	Aphaenogaster	opposita	
Myrmicinae	Aphaenogaster	osimensis	
Myrmicinae	Aphaenogaster	ovaticeps	
Myrmicinae	Aphaenogaster	pallescens	
Myrmicinae	Aphaenogaster	pallida	
Myrmicinae	Aphaenogaster	pallida	laurenti
Myrmicinae	Aphaenogaster	patruelis	
Myrmicinae	Aphaenogaster	patruelis	carbonaria
Myrmicinae	Aphaenogaster	perplexa	
Myrmicinae	Aphaenogaster	phalangium	
Myrmicinae	Aphaenogaster	phillipsi	
Myrmicinae	Aphaenogaster	picea	
Myrmicinae	Aphaenogaster	picena	
Myrmicinae	Aphaenogaster	polyodonta	
Myrmicinae	Aphaenogaster	poultoni	
Myrmicinae	Aphaenogaster	praedo	
Myrmicinae	Aphaenogaster	praedo	ellipsoida
Myrmicinae	Aphaenogaster	praenoda	
Myrmicinae	Aphaenogaster	praenoda	confinis
Myrmicinae	Aphaenogaster	projectens	
Myrmicinae	Aphaenogaster	pumilopuncta	
Myrmicinae	Aphaenogaster	punctaticeps	
Myrmicinae	Aphaenogaster	punctithorax	
Myrmicinae	Aphaenogaster	pusilla	
Myrmicinae	Aphaenogaster	pythia	
Myrmicinae	Aphaenogaster	quadrispina	
Myrmicinae	Aphaenogaster	radchenkoi	
Myrmicinae	Aphaenogaster	reichelae	
Myrmicinae	Aphaenogaster	relicta	
Myrmicinae	Aphaenogaster	relicta	epinotalis
Myrmicinae	Aphaenogaster	rhaphidiiceps	
Myrmicinae	Aphaenogaster	rifensis	
Myrmicinae	Aphaenogaster	rothneyi	
Myrmicinae	Aphaenogaster	rudis	
Myrmicinae	Aphaenogaster	rugosoferruginea	
Myrmicinae	Aphaenogaster	rugulosa	
Myrmicinae	Aphaenogaster	rupestris	
Myrmicinae	Aphaenogaster	sagei	
Myrmicinae	Aphaenogaster	sagei	pachei
Myrmicinae	Aphaenogaster	saharensis	
Myrmicinae	Aphaenogaster	sangiorgii	
Myrmicinae	Aphaenogaster	sardoa	
Myrmicinae	Aphaenogaster	sardoa	anoemica
Myrmicinae	Aphaenogaster	schmidti	
Myrmicinae	Aphaenogaster	schurri	
Myrmicinae	Aphaenogaster	semipolita	
Myrmicinae	Aphaenogaster	senilis	
Myrmicinae	Aphaenogaster	senilis	disjuncta
Myrmicinae	Aphaenogaster	sicardi	
Myrmicinae	Aphaenogaster	sicula	
Myrmicinae	Aphaenogaster	simonellii	
Myrmicinae	Aphaenogaster	smythiesii	
Myrmicinae	Aphaenogaster	smythiesii	prudens
Myrmicinae	Aphaenogaster	spinosa	
Myrmicinae	Aphaenogaster	splendida	
Myrmicinae	Aphaenogaster	splendida	transcaucasica
Myrmicinae	Aphaenogaster	sporadis	
Myrmicinae	Aphaenogaster	striativentris	
Myrmicinae	Aphaenogaster	strioloides	
Myrmicinae	Aphaenogaster	subcostata	
Myrmicinae	Aphaenogaster	subexaperata	
Myrmicinae	Aphaenogaster	subterranea	
Myrmicinae	Aphaenogaster	subterranea	ichnusa
Myrmicinae	Aphaenogaster	subterranea	valida
Myrmicinae	Aphaenogaster	subterraneoides	
Myrmicinae	Aphaenogaster	subterraneoides	armeniaca
Myrmicinae	Aphaenogaster	swammerdami	
Myrmicinae	Aphaenogaster	swammerdami	clara
Myrmicinae	Aphaenogaster	swammerdami	curta
Myrmicinae	Aphaenogaster	swammerdami	spinipes
Myrmicinae	Aphaenogaster	syriaca	
Myrmicinae	Aphaenogaster	syriaca	schmitzi
Myrmicinae	Aphaenogaster	takahashii	
Myrmicinae	Aphaenogaster	tennesseensis	
Myrmicinae	Aphaenogaster	testaceopilosa	
Myrmicinae	Aphaenogaster	testaceopilosa	cabylica
Myrmicinae	Aphaenogaster	testaceopilosa	canescens
Myrmicinae	Aphaenogaster	texana	
Myrmicinae	Aphaenogaster	theryi	
Myrmicinae	Aphaenogaster	tibetana	
Myrmicinae	Aphaenogaster	tinauti	
Myrmicinae	Aphaenogaster	tipuna	
Myrmicinae	Aphaenogaster	tokarainsulana	
Myrmicinae	Aphaenogaster	torossiani	
Myrmicinae	Aphaenogaster	treatae	
Myrmicinae	Aphaenogaster	treatae	pluteicornis
Myrmicinae	Aphaenogaster	turkestanica	
Myrmicinae	Aphaenogaster	uinta	
Myrmicinae	Aphaenogaster	ujhelyii	
Myrmicinae	Aphaenogaster	umphreyi	
Myrmicinae	Aphaenogaster	wangtian	
Myrmicinae	Aphaenogaster	wangye	
Myrmicinae	Aphaenogaster	weigoldi	
Myrmicinae	Aphaenogaster	weulersseae	
Myrmicinae	Aphaenogaster	wilsoni	
Myrmicinae	Aphaenogaster	xuantian	
Formicinae	Aphomomyrmex	afer	
Amblyoponinae	Apomyrma	stygia	
Myrmicinae	Apterostigma	acre	
Myrmicinae	Apterostigma	ancilonodum	
Myrmicinae	Apterostigma	andense	
Myrmicinae	Apterostigma	angustum	
Myrmicinae	Apterostigma	auriculatum	
Myrmicinae	Apterostigma	avium	
Myrmicinae	Apterostigma	bolivianum	
Myrmicinae	Apterostigma	bruchi	
Myrmicinae	Apterostigma	callipygium	
Myrmicinae	Apterostigma	calverti	
Myrmicinae	Apterostigma	carinatum	
Myrmicinae	Apterostigma	chocoense	
Myrmicinae	Apterostigma	collare	
Myrmicinae	Apterostigma	convexum	
Myrmicinae	Apterostigma	dentigerum	
Myrmicinae	Apterostigma	depressum	
Myrmicinae	Apterostigma	dorotheae	
Myrmicinae	Apterostigma	epinotale	
Myrmicinae	Apterostigma	fallax	
Myrmicinae	Apterostigma	goniodes	
Myrmicinae	Apterostigma	ierense	
Myrmicinae	Apterostigma	jubatum	
Myrmicinae	Apterostigma	madidiense	
Myrmicinae	Apterostigma	manni	
Myrmicinae	Apterostigma	mayri	
Myrmicinae	Apterostigma	megacephala	
Myrmicinae	Apterostigma	mexicanum	
Myrmicinae	Apterostigma	moelleri	
Myrmicinae	Apterostigma	pariense	
Myrmicinae	Apterostigma	peruvianum	
Myrmicinae	Apterostigma	pilosum	
Myrmicinae	Apterostigma	reburrum	
Myrmicinae	Apterostigma	robustum	
Myrmicinae	Apterostigma	scutellare	
Myrmicinae	Apterostigma	serratum	
Myrmicinae	Apterostigma	spiculum	
Myrmicinae	Apterostigma	steigeri	
Myrmicinae	Apterostigma	tachirense	
Myrmicinae	Apterostigma	tholiforme	
Myrmicinae	Apterostigma	tramitis	
Myrmicinae	Apterostigma	trapeziforme	
Myrmicinae	Apterostigma	tropicoxa	
Myrmicinae	Apterostigma	turgidum	
Myrmicinae	Apterostigma	urichii	
Myrmicinae	Apterostigma	wasmannii	
Dolichoderinae	Aptinoma	antongil	
Dolichoderinae	Aptinoma	mangabe	
Dolichoderinae	Arnoldius	flavus	
Dolichoderinae	Arnoldius	pusillus	
Dolichoderinae	Arnoldius	pusillus	aequalis
Dolichoderinae	Arnoldius	scissor	
Dorylinae	Asphinctanilloides	amazona	
Dorylinae	Asphinctanilloides	anae	
Dorylinae	Asphinctanilloides	manauara	
Ponerinae	Asphinctopone	differens	
Ponerinae	Asphinctopone	pilosa	
Ponerinae	Asphinctopone	silvestrii	
Myrmicinae	Atopomyrmex	calpocalycola	
Myrmicinae	Atopomyrmex	cryptoceroides	
Myrmicinae	Atopomyrmex	mocquerysi	
Myrmicinae	Atta	bisphaerica	
Myrmicinae	Atta	capiguara	
Myrmicinae	Atta	cephalotes	
Myrmicinae	Atta	colombica	
Myrmicinae	Atta	cubana	
Myrmicinae	Atta	dissimilis	
Myrmicinae	Atta	domicola	
Myrmicinae	Atta	goiana	
Myrmicinae	Atta	insularis	
Myrmicinae	Atta	laevigata	
Myrmicinae	Atta	mexicana	
Myrmicinae	Atta	opaciceps	
Myrmicinae	Atta	pilosa	
Myrmicinae	Atta	robusta	
Myrmicinae	Atta	saltensis	
Myrmicinae	Atta	sexdens	
Myrmicinae	Atta	tardigrada	
Myrmicinae	Atta	texana	
Myrmicinae	Atta	vollenweideri	
Heteroponerinae	Aulacopone	relicta	
Myrmicinae	Austromorium	flavigaster	
Myrmicinae	Austromorium	hetericki	
Ponerinae	Austroponera	castanea	
Ponerinae	Austroponera	castaneicolor	
Ponerinae	Austroponera	rufonigra	
Dolichoderinae	Axinidris	acholli	
Dolichoderinae	Axinidris	bidens	
Dolichoderinae	Axinidris	denticulata	
Dolichoderinae	Axinidris	gabonica	
Dolichoderinae	Axinidris	ghanensis	
Dolichoderinae	Axinidris	hylekoites	
Dolichoderinae	Axinidris	hypoclinoides	
Dolichoderinae	Axinidris	icipe	
Dolichoderinae	Axinidris	kakamegensis	
Dolichoderinae	Axinidris	kinoin	
Dolichoderinae	Axinidris	lignicola	
Dolichoderinae	Axinidris	luhya	
Dolichoderinae	Axinidris	mlalu	
Dolichoderinae	Axinidris	murielae	
Dolichoderinae	Axinidris	namib	
Dolichoderinae	Axinidris	nigripes	
Dolichoderinae	Axinidris	occidentalis	
Dolichoderinae	Axinidris	okekai	
Dolichoderinae	Axinidris	palligastrion	
Dolichoderinae	Axinidris	stageri	
Dolichoderinae	Axinidris	tridens	
Dolichoderinae	Azteca	adrepens	
Dolichoderinae	Azteca	aesopus	
Dolichoderinae	Azteca	alfari	
Dolichoderinae	Azteca	andreae	
Dolichoderinae	Azteca	angusticeps	
Dolichoderinae	Azteca	aragua	
Dolichoderinae	Azteca	aurita	
Dolichoderinae	Azteca	australis	
Dolichoderinae	Azteca	barbifex	
Dolichoderinae	Azteca	beltii	
Dolichoderinae	Azteca	bequaerti	
Dolichoderinae	Azteca	brevicornis	
Dolichoderinae	Azteca	brevicornis	boliviana
Dolichoderinae	Azteca	brevis	
Dolichoderinae	Azteca	chartifex	
Dolichoderinae	Azteca	chartifex	cearensis
Dolichoderinae	Azteca	chartifex	decipiens
Dolichoderinae	Azteca	chartifex	lanians
Dolichoderinae	Azteca	chartifex	multinida
Dolichoderinae	Azteca	chartifex	spiriti
Dolichoderinae	Azteca	chartifex	stalactitica
Dolichoderinae	Azteca	christopherseni	
Dolichoderinae	Azteca	coeruleipennis	
Dolichoderinae	Azteca	constructor	
Dolichoderinae	Azteca	cordincola	
Dolichoderinae	Azteca	coussapoae	
Dolichoderinae	Azteca	crassicornis	
Dolichoderinae	Azteca	delpini	
Dolichoderinae	Azteca	delpini	antillana
Dolichoderinae	Azteca	delpini	trinidadensis
Dolichoderinae	Azteca	depilis	
Dolichoderinae	Azteca	diabolica	
Dolichoderinae	Azteca	duckei	
Dolichoderinae	Azteca	duroiae	
Dolichoderinae	Azteca	emeryi	
Dolichoderinae	Azteca	fasciata	
Dolichoderinae	Azteca	fasciata	similis
Dolichoderinae	Azteca	flavigaster	
Dolichoderinae	Azteca	forelii	
Dolichoderinae	Azteca	foveiceps	
Dolichoderinae	Azteca	gnava	
Dolichoderinae	Azteca	gnava	cayennensis
Dolichoderinae	Azteca	godmani	
Dolichoderinae	Azteca	goeldii	
Dolichoderinae	Azteca	huberi	
Dolichoderinae	Azteca	hypophylla	
Dolichoderinae	Azteca	iheringi	
Dolichoderinae	Azteca	instabilis	
Dolichoderinae	Azteca	isthmica	
Dolichoderinae	Azteca	jelskii	
Dolichoderinae	Azteca	juruensis	
Dolichoderinae	Azteca	lallemandi	
Dolichoderinae	Azteca	lanuginosa	
Dolichoderinae	Azteca	lattkei	
Dolichoderinae	Azteca	laurae	
Dolichoderinae	Azteca	linamariae	
Dolichoderinae	Azteca	longiceps	
Dolichoderinae	Azteca	lucida	
Dolichoderinae	Azteca	luederwaldti	
Dolichoderinae	Azteca	mayrii	
Dolichoderinae	Azteca	merida	
Dolichoderinae	Azteca	minor	
Dolichoderinae	Azteca	muelleri	
Dolichoderinae	Azteca	muelleri	terminalis
Dolichoderinae	Azteca	nanogyna	
Dolichoderinae	Azteca	nigra	
Dolichoderinae	Azteca	nigricans	
Dolichoderinae	Azteca	oecocordia	
Dolichoderinae	Azteca	olitrix	
Dolichoderinae	Azteca	ovaticeps	
Dolichoderinae	Azteca	paraensis	
Dolichoderinae	Azteca	paraensis	bondari
Dolichoderinae	Azteca	petalocephala	
Dolichoderinae	Azteca	pilosula	
Dolichoderinae	Azteca	pittieri	
Dolichoderinae	Azteca	polymorpha	
Dolichoderinae	Azteca	polymorpha	bahiana
Dolichoderinae	Azteca	quadraticeps	
Dolichoderinae	Azteca	salti	
Dolichoderinae	Azteca	sapii	
Dolichoderinae	Azteca	schimperi	
Dolichoderinae	Azteca	schumannii	
Dolichoderinae	Azteca	schumannii	dubia
Dolichoderinae	Azteca	schumannii	taediosa
Dolichoderinae	Azteca	sericea	
Dolichoderinae	Azteca	sericeasur	
Dolichoderinae	Azteca	severini	
Dolichoderinae	Azteca	snellingi	
Dolichoderinae	Azteca	stanleyuli	
Dolichoderinae	Azteca	stigmatica	
Dolichoderinae	Azteca	subopaca	
Dolichoderinae	Azteca	tachigaliae	
Dolichoderinae	Azteca	theresiae	
Dolichoderinae	Azteca	theresiae	menceps
Dolichoderinae	Azteca	tonduzi	
Dolichoderinae	Azteca	trailii	
Dolichoderinae	Azteca	trailii	filicis
Dolichoderinae	Azteca	trailii	tillandsiarum
Dolichoderinae	Azteca	trailii	tococae
Dolichoderinae	Azteca	trianguliceps	
Dolichoderinae	Azteca	trigona	
Dolichoderinae	Azteca	trigona	gaigei
Dolichoderinae	Azteca	trigona	mathildae
Dolichoderinae	Azteca	trigona	mediops
Dolichoderinae	Azteca	trigona	subdentata
Dolichoderinae	Azteca	ulei	
Dolichoderinae	Azteca	ulei	cordiae
Dolichoderinae	Azteca	ulei	gagatina
Dolichoderinae	Azteca	ulei	nigricornis
Dolichoderinae	Azteca	velox	
Dolichoderinae	Azteca	velox	rochai
Dolichoderinae	Azteca	xanthochroa	
Formicinae	Bajcaridris	kraussii	
Formicinae	Bajcaridris	menozzii	
Formicinae	Bajcaridris	theryi	
Amblyoponinae	Bannapone	mulanae	
Amblyoponinae	Bannapone	scrobiceps	
Myrmicinae	Baracidris	meketra	
Myrmicinae	Baracidris	pilosa	
Myrmicinae	Baracidris	sitra	
Myrmicinae	Bariamyrma	hispidula	
Myrmicinae	Basiceros	conjugans	
Myrmicinae	Basiceros	convexiceps	
Myrmicinae	Basiceros	disciger	
Myrmicinae	Basiceros	manni	
Myrmicinae	Basiceros	militaris	
Myrmicinae	Basiceros	redux	
Myrmicinae	Basiceros	scambognathus	
Myrmicinae	Basiceros	singularis	
Ponerinae	Belonopelta	attenuata	
Ponerinae	Belonopelta	deletrix	
Myrmicinae	Blepharidatta	brasiliensis	
Myrmicinae	Blepharidatta	conops	
Ponerinae	Boloponera	vicans	
Myrmicinae	Bondroitia	lujae	
Myrmicinae	Bondroitia	saharensis	
Dolichoderinae	Bothriomyrmex	anastasiae	
Dolichoderinae	Bothriomyrmex	atlantis	
Dolichoderinae	Bothriomyrmex	atlantis	inquilinus
Dolichoderinae	Bothriomyrmex	atlantis	perfidus
Dolichoderinae	Bothriomyrmex	breviceps	
Dolichoderinae	Bothriomyrmex	communista	
Dolichoderinae	Bothriomyrmex	communista	anatolicus
Dolichoderinae	Bothriomyrmex	corsicus	
Dolichoderinae	Bothriomyrmex	costae	
Dolichoderinae	Bothriomyrmex	crosi	
Dolichoderinae	Bothriomyrmex	cuculus	
Dolichoderinae	Bothriomyrmex	decapitans	
Dolichoderinae	Bothriomyrmex	emarginatus	
Dolichoderinae	Bothriomyrmex	jannonei	
Dolichoderinae	Bothriomyrmex	kusnezovi	
Dolichoderinae	Bothriomyrmex	laticeps	
Dolichoderinae	Bothriomyrmex	meridionalis	
Dolichoderinae	Bothriomyrmex	meridionalis	hungaricus
Dolichoderinae	Bothriomyrmex	meridionalis	marocanus
Dolichoderinae	Bothriomyrmex	modestus	
Dolichoderinae	Bothriomyrmex	paradoxus	
Dolichoderinae	Bothriomyrmex	pubens	
Dolichoderinae	Bothriomyrmex	regicidus	
Dolichoderinae	Bothriomyrmex	salsurae	
Dolichoderinae	Bothriomyrmex	saundersi	
Dolichoderinae	Bothriomyrmex	syrius	
Dolichoderinae	Bothriomyrmex	turcomenicus	
Dolichoderinae	Bothriomyrmex	urartus	
Ponerinae	Bothroponera	cambouei	
Ponerinae	Bothroponera	cariosa	
Ponerinae	Bothroponera	cavernosa	
Ponerinae	Bothroponera	cavernosa	montivaga
Ponerinae	Bothroponera	comorensis	
Ponerinae	Bothroponera	crassa	
Ponerinae	Bothroponera	crassa	crassior
Ponerinae	Bothroponera	crassa	ilgii
Ponerinae	Bothroponera	cribrata	
Ponerinae	Bothroponera	fugax	
Ponerinae	Bothroponera	glabripes	
Ponerinae	Bothroponera	granosa	
Ponerinae	Bothroponera	henryi	
Ponerinae	Bothroponera	kenyensis	
Ponerinae	Bothroponera	kruegeri	
Ponerinae	Bothroponera	kruegeri	asina
Ponerinae	Bothroponera	kruegeri	rhodesiana
Ponerinae	Bothroponera	laevissima	
Ponerinae	Bothroponera	laevissima	aspera
Ponerinae	Bothroponera	lamottei	
Ponerinae	Bothroponera	masoala	
Ponerinae	Bothroponera	mlanjiensis	
Ponerinae	Bothroponera	pachyderma	
Ponerinae	Bothroponera	pachyderma	attenata
Ponerinae	Bothroponera	pachyderma	funerea
Ponerinae	Bothroponera	pachyderma	postsquamosa
Ponerinae	Bothroponera	perroti	
Ponerinae	Bothroponera	picardi	
Ponerinae	Bothroponera	planicornis	
Ponerinae	Bothroponera	pumicosa	
Ponerinae	Bothroponera	pumicosa	sculpturata
Ponerinae	Bothroponera	rubescens	
Ponerinae	Bothroponera	rubiginosa	
Ponerinae	Bothroponera	sanguinea	
Ponerinae	Bothroponera	silvestrii	
Ponerinae	Bothroponera	silvestrii	nimba
Ponerinae	Bothroponera	soror	
Ponerinae	Bothroponera	soror	ancilla
Ponerinae	Bothroponera	soror	suturalis
Ponerinae	Bothroponera	strigulosa	
Ponerinae	Bothroponera	sulcata	
Ponerinae	Bothroponera	sulcata	fossulata
Ponerinae	Bothroponera	sulcata	sulcatotesserinoda
Ponerinae	Bothroponera	talpa	
Ponerinae	Bothroponera	talpa	variolata
Ponerinae	Bothroponera	tavaratra	
Ponerinae	Bothroponera	tesseronoda	
Ponerinae	Bothroponera	umgodikulula	
Ponerinae	Bothroponera	variolosa	
Ponerinae	Bothroponera	vazimba	
Ponerinae	Bothroponera	wasmannii	
Ponerinae	Bothroponera	williamsi	
Ponerinae	Bothroponera	zumpti	
Formicinae	Brachymyrmex	admotus	
Formicinae	Brachymyrmex	antennatus	
Formicinae	Brachymyrmex	aphidicola	
Formicinae	Brachymyrmex	australis	
Formicinae	Brachymyrmex	australis	curtus
Formicinae	Brachymyrmex	brasiliensis	
Formicinae	Brachymyrmex	brevicornis	
Formicinae	Brachymyrmex	brevicornoeides	
Formicinae	Brachymyrmex	bruchi	
Formicinae	Brachymyrmex	cavernicola	
Formicinae	Brachymyrmex	coactus	
Formicinae	Brachymyrmex	coactus	nictitans
Formicinae	Brachymyrmex	coactus	robustus
Formicinae	Brachymyrmex	constrictus	
Formicinae	Brachymyrmex	constrictus	bonariensis
Formicinae	Brachymyrmex	cordemoyi	
Formicinae	Brachymyrmex	cordemoyi	distinctus
Formicinae	Brachymyrmex	degener	
Formicinae	Brachymyrmex	degener	niger
Formicinae	Brachymyrmex	delabiei	
Formicinae	Brachymyrmex	depilis	
Formicinae	Brachymyrmex	donisthorpei	
Formicinae	Brachymyrmex	feitosai	
Formicinae	Brachymyrmex	fiebrigi	
Formicinae	Brachymyrmex	fiebrigi	fumidus
Formicinae	Brachymyrmex	fiebrigi	funicularis
Formicinae	Brachymyrmex	flavidulus	
Formicinae	Brachymyrmex	gagates	
Formicinae	Brachymyrmex	gaucho	
Formicinae	Brachymyrmex	giardi	
Formicinae	Brachymyrmex	giardi	cordobensis
Formicinae	Brachymyrmex	goeldii	
Formicinae	Brachymyrmex	heeri	
Formicinae	Brachymyrmex	heeri	basalis
Formicinae	Brachymyrmex	incisus	
Formicinae	Brachymyrmex	laevis	
Formicinae	Brachymyrmex	laevis	andinus
Formicinae	Brachymyrmex	laevis	fusculus
Formicinae	Brachymyrmex	longicornis	
Formicinae	Brachymyrmex	longicornis	hemiops
Formicinae	Brachymyrmex	longicornis	immunis
Formicinae	Brachymyrmex	longicornis	pullus
Formicinae	Brachymyrmex	luederwaldti	
Formicinae	Brachymyrmex	luederwaldti	attenuatus
Formicinae	Brachymyrmex	melensis	
Formicinae	Brachymyrmex	micromegas	
Formicinae	Brachymyrmex	minutus	
Formicinae	Brachymyrmex	modestus	
Formicinae	Brachymyrmex	musculus	
Formicinae	Brachymyrmex	myops	
Formicinae	Brachymyrmex	nebulosus	
Formicinae	Brachymyrmex	obscurior	
Formicinae	Brachymyrmex	oculatus	
Formicinae	Brachymyrmex	patagonicus	
Formicinae	Brachymyrmex	physogaster	
Formicinae	Brachymyrmex	pictus	
Formicinae	Brachymyrmex	pictus	balboae
Formicinae	Brachymyrmex	pilipes	
Formicinae	Brachymyrmex	santschii	
Formicinae	Brachymyrmex	termitophilus	
Formicinae	Brachymyrmex	tristis	
Ponerinae	Brachyponera	arcuata	
Ponerinae	Brachyponera	atrata	
Ponerinae	Brachyponera	batak	
Ponerinae	Brachyponera	brevidorsa	
Ponerinae	Brachyponera	chinensis	
Ponerinae	Brachyponera	christmasi	
Ponerinae	Brachyponera	croceicornis	
Ponerinae	Brachyponera	flavipes	
Ponerinae	Brachyponera	jerdonii	
Ponerinae	Brachyponera	jerdonii	glabricollis
Ponerinae	Brachyponera	lutea	
Ponerinae	Brachyponera	luteipes	
Ponerinae	Brachyponera	luteipes	continentalis
Ponerinae	Brachyponera	mesoponeroides	
Ponerinae	Brachyponera	nakasujii	
Ponerinae	Brachyponera	nigrita	
Ponerinae	Brachyponera	nigrita	nigritella
Ponerinae	Brachyponera	obscurans	
Ponerinae	Brachyponera	pilidorsalis	
Ponerinae	Brachyponera	sennaarensis	
Ponerinae	Brachyponera	sennaarensis	decolor
Ponerinae	Brachyponera	sennaarensis	ruginota
Ponerinae	Brachyponera	tianzun	
Ponerinae	Brachyponera	wallacei	
Formicinae	Bregmatomyrma	carnosa	
Ponerinae	Buniapone	amblyops	
Ponerinae	Buniapone	amblyops	oculatior
Formicinae	Calomyrmex	albertisi	
Formicinae	Calomyrmex	albopilosus	
Formicinae	Calomyrmex	albopilosus	wienandsi
Formicinae	Calomyrmex	glauerti	
Formicinae	Calomyrmex	impavidus	
Formicinae	Calomyrmex	laevissimus	
Formicinae	Calomyrmex	laevissimus	trochanteralis
Formicinae	Calomyrmex	purpureus	
Formicinae	Calomyrmex	purpureus	smaragdinus
Formicinae	Calomyrmex	similis	
Formicinae	Calomyrmex	splendidus	
Formicinae	Calomyrmex	splendidus	mutans
Formicinae	Calomyrmex	splendidus	viridiventris
Formicinae	Calomyrmex	tropicus	
Myrmicinae	Calyptomyrmex	arnoldi	
Myrmicinae	Calyptomyrmex	asper	
Myrmicinae	Calyptomyrmex	barak	
Myrmicinae	Calyptomyrmex	beccarii	
Myrmicinae	Calyptomyrmex	brevis	
Myrmicinae	Calyptomyrmex	brunneus	
Myrmicinae	Calyptomyrmex	caledonicus	
Myrmicinae	Calyptomyrmex	clavatus	
Myrmicinae	Calyptomyrmex	claviseta	
Myrmicinae	Calyptomyrmex	danum	
Myrmicinae	Calyptomyrmex	duhun	
Myrmicinae	Calyptomyrmex	foreli	
Myrmicinae	Calyptomyrmex	fragarus	
Myrmicinae	Calyptomyrmex	friederikae	
Myrmicinae	Calyptomyrmex	fritillus	
Myrmicinae	Calyptomyrmex	grammus	
Myrmicinae	Calyptomyrmex	kaurus	
Myrmicinae	Calyptomyrmex	lineolus	
Myrmicinae	Calyptomyrmex	loweryi	
Myrmicinae	Calyptomyrmex	nedjem	
Myrmicinae	Calyptomyrmex	nummuliticus	
